team,year,xwoba_diff
OAK,2023,-0.04300000000000004
TEX,2021,-0.03300000000000003
MIA,2019,-0.027000000000000024
DET,2019,-0.041000000000000036
COL,2015,-0.03300000000000003
CWS,2015,-0.008000000000000007
CWS,2023,-0.03300000000000003
PHI,2015,-0.03200000000000003
MIA,2018,-0.030000000000000027
CWS,2024,-0.02400000000000002
MIL,2015,-0.02300000000000002
MIA,2024,-0.03300000000000003
COL,2020,-0.063
AZ,2021,-0.039000000000000035
SD,2016,-0.026000000000000023
PHI,2016,-0.028000000000000025
SF,2018,-0.02400000000000002
SD,2015,-0.01200000000000001
CIN,2022,-0.02400000000000002
MIA,2021,-0.02200000000000002
SD,2018,-0.027000000000000024
SD,2017,-0.030000000000000027
PIT,2022,-0.040000000000000036
DET,2022,-0.03600000000000003
OAK,2022,-0.038000000000000034
