IDfg,Season,Name,OPS,PA
3057,2015,Mike Napoli,0.734,469
9911,2015,Chris Carter,0.734,460
11167,2016,Josh Rutledge,0.733,56
11899,2021,Joc Pederson,0.732,481
5887,2017,John Jaso,0.73,302
15905,2021,Luis Torrens,0.73,378
2136,2016,David Peralta,0.728,183
5409,2018,Pablo Sandoval,0.727,252
4969,2017,Luis Valbuena,0.727,401
14158,2016,Mac Williamson,0.726,127
15214,2019,Brandon Dixon,0.725,420
10951,2015,Greg Garcia,0.724,87
10243,2022,Randal Grichuk,0.724,538
14221,2015,Jorge Soler,0.723,404
20325,2021,Alex Kirilloff,0.722,231
8979,2017,Dusty Coleman,0.722,71
13301,2020,Max Muncy,0.72,248
9571,2017,Craig Gentry,0.719,117
1857,2015,Joe Mauer,0.718,666
14329,2021,Anthony Alford,0.717,148
9368,2023,Evan Longoria,0.717,237
15983,2017,Jackson Frazier,0.715,142
22197,2023,MJ Melendez,0.713,602
14103,2020,Rio Ruiz,0.713,204
12861,2021,Anthony Rendon,0.712,249
11255,2016,Matt Szczur,0.712,200
5000,2016,Stephen Vogt,0.711,532
4719,2015,Brian Bogusevic,0.709,61
11624,2017,Jarrett Parker,0.709,177
12858,2018,Brian Goodwin,0.708,180
21622,2021,Jake McCarthy,0.706,70
21523,2022,Jonathan India,0.705,431
19955,2019,Gavin Lux,0.705,82
9776,2017,Jason Kipnis,0.705,373
2234,2016,Kelly Johnson,0.698,333
18433,2022,P.J. Higgins,0.693,229
16357,2021,Pablo Reyes,0.692,87
10953,2016,Phil Gosselin,0.692,240
12723,2016,Tyler Collins,0.687,151
6387,2016,Michael Bourn,0.684,413
11400,2016,Ronald Torreyes,0.68,168
10472,2020,Enrique Hernandez,0.68,148
12533,2020,Marcus Semien,0.679,236
18289,2023,Brian Anderson,0.678,361
14158,2018,Mac Williamson,0.678,105
19198,2016,Yuli Gurriel,0.677,137
23986,2023,Curtis Mead,0.675,92
22209,2022,Sam Huff,0.675,132
5517,2019,Kyle Higashioka,0.675,57
9134,2020,Tyler Flowers,0.673,80
12977,2019,Michael Perez,0.672,55
19890,2023,Emmanuel Rivera,0.672,283
18015,2020,Paul DeJong,0.671,174
14553,2022,Nomar Mazara,0.668,171
18721,2016,Guillermo Heredia,0.664,107
1965,2015,Desmond Jennings,0.664,108
12434,2023,Kevin Pillar,0.664,206
12510,2021,Curt Casali,0.663,231
14968,2020,Victor Caratini,0.661,132
9848,2016,Austin Jackson,0.661,203
10346,2019,John Ryan Murphy,0.659,70
18289,2022,Brian Anderson,0.657,383
27461,2020,Shogo Akiyama,0.654,183
11200,2018,Kole Calhoun,0.652,552
14320,2018,Wilmer Difo,0.649,456
16337,2021,Nick Gordon,0.647,216
23792,2023,Alek Thomas,0.647,402
12859,2023,James McCann,0.646,226
16403,2022,Francisco Mejia,0.645,299
15181,2019,Ryan Cordell,0.645,247
23698,2023,Ronny Mauricio,0.643,108
12859,2021,James McCann,0.643,412
15518,2020,Amed Rosario,0.643,147
14636,2021,Webster Rivas,0.641,77
19997,2020,Santiago Espinal,0.641,66
3708,2017,Rajai Davis,0.641,366
8090,2020,Matt Carpenter,0.64,169
4810,2018,Brian McCann,0.64,216
11936,2018,Joe Panik,0.639,392
10950,2018,Adam Duvall,0.639,427
8203,2018,Dee Strange-Gordon,0.637,588
16623,2019,Greg Allen,0.636,256
19151,2023,Estevan Florial,0.635,71
12294,2019,Cory Spangenberg,0.635,102
14145,2017,Daniel Robertson,0.634,254
19615,2022,Luis Barrera,0.632,85
12282,2022,Rougned Odor,0.632,472
19326,2020,Bryan Reynolds,0.632,208
16424,2018,Jordan Luplow,0.631,103
14556,2017,Max Moroff,0.627,140
5278,2015,Pedro Ciriaco,0.627,151
10459,2018,Adeiny Hechavarria,0.624,321
15711,2020,Tyler O'Neill,0.621,157
10199,2021,Billy Hamilton,0.62,135
7870,2018,Jonathan Lucroy,0.617,454
10323,2023,Rafael Ortega,0.613,136
13355,2016,Luke Maile,0.613,126
13613,2016,Ketel Marte,0.61,466
14773,2022,Yu Chang,0.605,190
10807,2015,Tyler Saladino,0.602,254
15038,2019,German Marquez,0.583,58
6887,2021,Martin Maldonado,0.573,426
12564,2023,Trevor Story,0.566,168
8418,2020,Ehire Adrianza,0.557,101
9954,2015,Darrell Ceciliani,0.55,75
22799,2022,Geraldo Perdomo,0.547,500
17161,2018,Chad Wallach,0.541,52
7007,2022,Yadier Molina,0.535,270
12976,2021,Austin Hedges,0.527,312
2900,2018,Roberto Perez,0.519,210
11287,2018,Bryan Holaday,0.519,166
1551,2015,David Ross,0.518,182
20287,2021,Ben Rortvedt,0.51,98
13361,2019,Steven Matz,0.509,61
14735,2019,Brett Phillips,0.508,79
6564,2015,Bobby Wilson,0.505,147
2608,2017,Jhoulys Chacin,0.481,61
2900,2020,Roberto Perez,0.48,110
1943,2016,Zack Greinke,0.476,60
4930,2021,Jon Lester,0.471,51
8779,2021,Wade Miley,0.469,59
4930,2017,Jon Lester,0.463,65
14765,2021,Julio Urias,0.454,70
14444,2019,Hyun-Jin Ryu,0.453,67
2036,2017,Clayton Kershaw,0.449,59
17995,2021,Logan Webb,0.449,53
4424,2015,Jon Niese,0.438,60
9323,2018,Patrick Corbin,0.435,67
10954,2015,Jacob deGrom,0.429,66
11682,2017,Carlos Martinez,0.429,69
13361,2018,Steven Matz,0.424,53
9803,2018,Miles Mikolas,0.421,71
13781,2015,Alex Wood,0.42,67
16149,2021,Aaron Nola,0.416,63
13183,2017,Zach Davies,0.403,69
15564,2017,Tyler White,0.853,67
18063,2019,Kyle Garlick,0.842,53
4063,2016,Anthony Recker,0.828,112
14503,2020,Renato Nunez,0.816,216
12957,2016,Steve Selsky,0.81,54
11379,2021,Delino DeShields,0.801,58
3142,2016,Robinson Chirinos,0.797,170
16524,2020,Ryan McBroom,0.789,85
16271,2019,Alex Blandino,0.781,50
17750,2021,Max Schrock,0.776,134
8202,2020,Josh Harrison,0.769,91
3410,2020,Ryan Braun,0.769,141
13807,2017,Kevin Plawecki,0.764,118
16219,2017,J.D. Davis,0.763,68
5888,2015,Cole Gillespie,0.761,157
3516,2016,Eric Hosmer,0.761,667
14350,2017,Raimel Tapia,0.754,171
10071,2015,Jonathan Villar,0.752,128
14140,2018,Jose Rondon,0.75,107
14330,2018,Nick Williams,0.749,448
19566,2020,Nathaniel Lowe,0.749,76
14553,2017,Nomar Mazara,0.745,616
14130,2023,Daniel Vogelbach,0.742,319
19334,2021,Yadiel Hernandez,0.742,289
13866,2016,Bruce Maxwell,0.739,101
6035,2015,David Murphy,0.739,391
11899,2017,Joc Pederson,0.738,323
14811,2017,Luke Voit,0.736,124
3978,2016,Chris Heisey,0.736,155
25353,2023,Michael Stefanic,0.735,71
14140,2021,Jose Rondon,0.735,90
11859,2018,Mason Williams,0.729,132
9892,2015,Jay Bruce,0.729,649
14738,2018,Phillip Ervin,0.728,247
12371,2015,Tommy La Stella,0.727,75
21501,2023,Trevor Larnach,0.727,212
15654,2023,Billy McKinney,0.726,147
5481,2015,Jimmy Paredes,0.726,384
12649,2021,Alex Dickerson,0.725,312
4106,2023,Michael Brantley,0.724,57
15711,2019,Tyler O'Neill,0.723,151
6448,2017,Jim Adduci,0.72,93
18063,2022,Kyle Garlick,0.717,162
15149,2018,Trey Mancini,0.715,636
16725,2020,Jose Trevino,0.715,83
2579,2016,Carlos Ruiz,0.713,233
14320,2021,Wilmer Difo,0.713,240
15491,2018,J.P. Crawford,0.712,138
15191,2021,Chad Pinder,0.712,233
14593,2020,David Bote,0.711,145
17954,2020,Sam Hilliard,0.71,114
21635,2021,Nick Maton,0.708,131
5000,2017,Stephen Vogt,0.708,303
17027,2018,Alex Verdugo,0.706,86
4062,2020,Dexter Fowler,0.706,101
19901,2022,Gavin Sheets,0.706,410
20220,2023,Jo Adell,0.706,62
5222,2021,Justin Upton,0.705,362
20391,2022,Luis Garcia,0.704,377
16411,2018,Richard Urena,0.703,108
7423,2017,Shane Peterson,0.703,88
20543,2022,Elehuris Montero,0.702,185
15487,2021,Victor Reyes,0.701,220
17907,2023,Brendan Rodgers,0.7,192
13271,2015,Richie Shaffer,0.699,88
1534,2015,Michael Cuddyer,0.699,408
1572,2016,Coco Crisp,0.698,498
16572,2022,Connor Joe,0.697,467
14735,2020,Brett Phillips,0.697,59
11739,2015,J.T. Realmuto,0.696,467
12977,2018,Michael Perez,0.696,80
11494,2017,Kaleb Cowart,0.695,117
5223,2020,Cameron Maybin,0.694,101
11145,2015,Christian Colon,0.692,119
5238,2018,Isaac Galloway,0.692,74
19818,2023,Josh Palacios,0.692,264
15794,2021,Yonathan Daza,0.688,331
15191,2020,Chad Pinder,0.688,61
13338,2016,Omar Narvaez,0.687,117
9886,2015,Ivan De Jesus,0.684,222
785,2020,Todd Frazier,0.684,172
16451,2019,Luis Guillorme,0.684,70
5432,2015,Elian Herrera,0.684,277
27684,2022,Michael Massey,0.683,194
4881,2016,Carlos Gomez,0.682,453
3179,2015,Dioner Navarro,0.682,192
13788,2016,Matt Reynolds,0.682,96
20529,2022,Nolan Jones,0.681,94
12861,2023,Anthony Rendon,0.678,183
7423,2015,Shane Peterson,0.678,226
3531,2017,Troy Tulowitzki,0.678,260
19928,2023,Ryan McKenna,0.677,139
10339,2015,Scooter Gennett,0.675,391
19896,2023,Connor Wong,0.673,403
21501,2021,Trevor Larnach,0.672,301
12371,2018,Tommy La Stella,0.672,192
11167,2015,Josh Rutledge,0.671,85
19262,2020,Garrett Hampson,0.671,184
12758,2021,Breyvic Valera,0.669,97
11489,2019,Michael A. Taylor,0.669,97
19262,2021,Garrett Hampson,0.669,494
8722,2020,Jason Castro,0.668,92
18889,2020,Danny Mendick,0.664,114
16424,2020,Jordan Luplow,0.663,92
22532,2023,Tyler Freeman,0.661,168
12294,2016,Cory Spangenberg,0.656,53
13329,2018,Jake Lamb,0.655,238
20926,2022,Dermis Garcia,0.652,125
4712,2017,Ben Revere,0.652,308
10473,2015,Cheslor Cuthbert,0.65,50
15941,2022,Austin Nola,0.649,397
21558,2022,Matt Vierling,0.648,357
21622,2023,Jake McCarthy,0.644,312
13621,2019,Jeimer Candelario,0.643,386
9807,2017,Ryan Goins,0.643,459
7476,2020,Alex Avila,0.641,62
14813,2020,Kyle Farmer,0.641,70
7888,2015,Ryan Flaherty,0.637,301
1830,2015,Clint Barmes,0.633,224
13185,2016,Orlando Arcia,0.631,216
5306,2019,Kristopher Negron,0.63,82
19953,2022,Josh Lowe,0.627,198
12037,2021,Jon Berti,0.624,271
971,2016,Jimmy Rollins,0.624,166
15730,2023,Tyler Wade,0.623,55
4249,2015,Shane Robinson,0.621,197
7324,2018,Chris Gimenez,0.621,66
6153,2016,Eduardo Escobar,0.618,377
16622,2018,Luis Urias,0.618,53
13369,2020,Erik Gonzalez,0.614,193
14950,2022,Johan Camargo,0.613,166
22261,2022,Bubba Thompson,0.613,181
15343,2017,Zack Granite,0.611,107
16221,2018,Bradley Zimmer,0.611,114
21524,2020,Joey Bart,0.609,111
15482,2022,Aristides Aquino,0.609,276
14145,2019,Daniel Robertson,0.607,237
15450,2015,Daniel Castro,0.606,100
6266,2015,Daniel Robertson,0.605,80
13853,2016,Joey Wendle,0.6,104
17620,2023,Myles Straw,0.597,518
13546,2021,Roman Quinn,0.595,62
13546,2022,Roman Quinn,0.591,87
9308,2017,Josh Phegley,0.59,161
20521,2022,Nick Madrigal,0.588,228
2539,2018,Pete Kozma,0.584,73
13546,2020,Roman Quinn,0.576,116
3395,2016,Cliff Pennington,0.573,188
8418,2015,Ehire Adrianza,0.569,134
19432,2021,Yonny Hernandez,0.567,166
16530,2022,Mauricio Dubon,0.565,265
5517,2018,Kyle Higashioka,0.56,79
10200,2022,Tucker Barnhart,0.554,308
19339,2020,Nicky Lopez,0.552,192
12981,2018,Cam Gallagher,0.552,69
10200,2023,Tucker Barnhart,0.541,123
19806,2022,Jason Delay,0.536,167
7250,2015,Collin Cowgill,0.523,74
15082,2017,Adam Engel,0.517,336
9895,2015,Chris Rusin,0.5,50
8722,2018,Jason Castro,0.495,74
11486,2016,Robbie Ray,0.487,60
25867,2022,Ryan Kreidler,0.477,84
10131,2016,Stephen Strasburg,0.469,57
17479,2019,Jack Flaherty,0.451,66
6797,2016,Julio Teheran,0.444,61
6797,2018,Julio Teheran,0.44,54
14682,2017,Luis Perdomo,0.432,53
10302,2015,Chris Heston,0.431,58
4153,2015,Jake Arrieta,0.428,83
10310,2018,Zack Wheeler,0.425,60
12970,2019,Joe Musgrove,0.424,61
3137,2017,Max Scherzer,0.422,72
10131,2019,Stephen Strasburg,0.422,80
13125,2017,Gerrit Cole,0.415,68
3201,2015,Francisco Liriano,0.415,67
10130,2017,Mike Leake,0.411,55
4371,2016,Jeremy Hellickson,0.409,66
2233,2019,Adam Wainwright,0.409,59
5524,2021,Madison Bumgarner,0.408,52
3137,2016,Max Scherzer,0.408,85
14107,2021,Kevin Gausman,0.396,62
14078,2015,Michael Wacha,0.387,62
2608,2018,Jhoulys Chacin,0.382,68
1873,2018,Matt Holliday,0.849,65
13473,2018,Dwight Smith Jr.,0.824,75
11342,2020,Jesus Aguilar,0.809,216
10542,2020,Derek Dietrich,0.806,75
12510,2018,Curt Casali,0.805,156
18316,2022,Edwin Rios,0.793,92
17714,2018,Christin Stewart,0.792,72
14885,2020,Pat Valaika,0.791,150
19566,2019,Nathaniel Lowe,0.779,169
950,2016,Marlon Byrd,0.778,129
13167,2019,Robel Garcia,0.775,80
14503,2019,Renato Nunez,0.771,599
10348,2019,Domingo Santana,0.77,507
27676,2023,Vinnie Pasquantino,0.762,260
8841,2016,Ramiro Pena,0.755,91
11761,2017,Drew Robinson,0.753,121
7949,2019,Tim Beckham,0.753,328
13271,2016,Richie Shaffer,0.752,54
4579,2020,Starlin Castro,0.752,63
4314,2023,Joey Votto,0.747,242
8259,2020,Kurt Suzuki,0.745,129
5557,2015,Jarrod Saltalamacchia,0.745,227
11287,2015,Bryan Holaday,0.745,65
14678,2018,Tzu-Wei Lin,0.744,73
18400,2022,Juan Yepez,0.742,274
14523,2019,Pedro Severino,0.74,341
2530,2018,Yonder Alonso,0.738,574
15937,2020,Aledmys Diaz,0.737,59
14942,2017,Andrew Knapp,0.736,204
11003,2018,Evan Gattis,0.736,451
15170,2019,Josh VanMeter,0.735,260
17423,2021,Yermin Mercedes,0.732,262
6368,2018,Adam Jones,0.732,613
9628,2015,Michael McKenry,0.731,152
3298,2019,Charlie Culberson,0.731,144
14387,2019,Harold Ramirez,0.728,446
8392,2017,Daniel Descalso,0.727,398
19909,2020,Anderson Tejeda,0.726,77
17954,2023,Sam Hilliard,0.725,78
26151,2022,Kyle Stowers,0.724,98
13066,2016,Teoscar Hernandez,0.724,112
14130,2020,Daniel Vogelbach,0.722,136
19334,2022,Yadiel Hernandez,0.722,327
1907,2016,Andres Blanco,0.721,209
12160,2020,Ben Gamel,0.718,127
1177,2021,Albert Pujols,0.717,296
17548,2020,Taylor Ward,0.716,102
18360,2020,Austin Riley,0.716,206
18054,2020,Sam Haggerty,0.715,54
12547,2018,John Hicks,0.715,312
15112,2020,Ryan McMahon,0.714,193
2502,2016,Lucas Duda,0.714,172
10762,2020,Corey Dickerson,0.713,210
7304,2018,Salvador Perez,0.713,544
14274,2016,Mitch Haniger,0.713,123
6609,2020,Freddy Galvis,0.712,159
9957,2015,Steve Pearce,0.711,325
14678,2017,Tzu-Wei Lin,0.709,66
26466,2022,Matt Wallner,0.709,65
4022,2015,Melky Cabrera,0.709,683
21837,2023,Jonathan Aranda,0.708,103
17161,2019,Chad Wallach,0.708,54
27459,2020,Yoshi Tsutsugo,0.708,185
18289,2017,Brian Anderson,0.706,95
18054,2023,Sam Haggerty,0.705,108
20220,2021,Jo Adell,0.703,140
15161,2022,Mitch Garver,0.702,215
19983,2023,Conner Capel,0.701,86
8252,2017,Hunter Pence,0.701,539
8385,2018,Pedro Florimon,0.699,76
17766,2021,D.J. Stewart,0.698,318
17023,2020,Magneuris Sierra,0.697,53
10807,2018,Tyler Saladino,0.696,139
9854,2017,Efren Navarro,0.696,69
12907,2017,Gregory Polanco,0.695,411
12160,2022,Ben Gamel,0.693,423
9048,2015,Ezequiel Carrera,0.693,192
7435,2017,Ben Zobrist,0.693,496
9308,2019,Josh Phegley,0.693,342
18365,2021,Lewin Diaz,0.693,128
14130,2018,Daniel Vogelbach,0.691,102
14968,2017,Victor Caratini,0.689,66
14813,2019,Kyle Farmer,0.689,197
15104,2023,Jonathan Davis,0.685,104
16434,2019,Christian Arroyo,0.684,57
16909,2022,Colin Moran,0.681,128
9807,2019,Ryan Goins,0.681,163
16578,2017,Yandy Diaz,0.679,179
14453,2019,Scott Heineman,0.679,85
12164,2018,Miguel Sano,0.679,299
10264,2022,Brandon Belt,0.676,298
4016,2015,Jerry Sands,0.676,133
3353,2018,Matt Joyce,0.675,246
2636,2018,Brandon Guyer,0.671,221
17929,2018,Cedric Mullins II,0.671,191
6547,2021,Jordy Mercer,0.671,127
13836,2019,Matt Duffy,0.67,169
15271,2018,Austin Wynns,0.669,118
13546,2019,Roman Quinn,0.668,122
3298,2016,Charlie Culberson,0.667,68
5038,2023,Josh Donaldson,0.667,189
12927,2016,Brandon Nimmo,0.666,80
13132,2015,Andrew Susac,0.666,148
24262,2023,Ceddanne Rafaela,0.666,89
18126,2022,LaMonte Wade Jr.,0.665,251
9328,2015,Drew Stubbs,0.665,140
12797,2015,Dalton Pompey,0.664,103
22266,2023,Xavier Edwards,0.663,84
2830,2015,Travis Snider,0.663,265
19348,2021,DJ Peters,0.663,240
7937,2016,Logan Schafer,0.66,74
23359,2022,Nelson Velazquez,0.659,206
18030,2017,Harrison Bader,0.659,92
3364,2017,Miguel Montero,0.656,213
3648,2021,Rene Rivera,0.656,78
8202,2018,Josh Harrison,0.656,374
7215,2016,David Lough,0.655,79
25660,2023,Will Brennan,0.655,455
16530,2021,Mauricio Dubon,0.655,187
17321,2021,Michael Chavis,0.655,124
17062,2021,Grayson Greiner,0.654,82
11338,2017,Adrian Sanchez,0.654,75
26299,2022,Josh Jung,0.654,102
19918,2020,Daulton Varsho,0.653,115
24273,2023,Liover Peguero,0.653,213
5275,2019,Francisco Cervelli,0.649,160
15274,2020,Mike Tauchman,0.648,111
16424,2023,Jordan Luplow,0.647,90
17016,2015,Rusney Castillo,0.647,289
6195,2019,Ian Kinsler,0.646,281
5485,2018,Jose Pirela,0.645,473
16953,2020,Chadwick Tromp,0.645,64
15429,2020,Kris Bryant,0.644,147
23733,2022,Ezequiel Duran,0.643,220
20275,2021,Jonathan Arauz,0.643,75
13300,2018,Spencer Kieboom,0.642,143
14942,2019,Andrew Knapp,0.642,160
5133,2015,Alexei Ramirez,0.642,622
9015,2016,Gordon Beckham,0.641,279
11936,2020,Joe Panik,0.64,141
14128,2022,Joey Gallo,0.638,410
14282,2016,Jason Coats,0.638,58
6867,2017,Derek Norris,0.637,198
14813,2018,Kyle Farmer,0.635,77
10299,2015,Eury Perez,0.633,133
18027,2021,Hoy Park,0.633,150
10028,2016,Christian Bethancourt,0.633,204
19931,2021,Luke Williams,0.631,108
1679,2015,Chase Utley,0.629,423
10593,2015,Joey Terdoslavich,0.629,59
11270,2018,Aaron Altherr,0.628,285
11379,2020,Delino DeShields,0.628,120
5297,2021,Aaron Hicks,0.627,126
13788,2017,Matt Reynolds,0.626,130
12180,2021,Jorge Alfaro,0.625,311
17338,2021,Willi Castro,0.624,450
11247,2016,Jabari Blash,0.622,84
17321,2023,Michael Chavis,0.622,96
13757,2016,Chris Taylor,0.622,65
13277,2017,Joey Rickard,0.621,277
10340,2017,Gift Ngoepe,0.619,63
9629,2016,Shawn O'Malley,0.618,232
6652,2018,Chase d'Arnaud,0.618,100
5933,2015,Jean Segura,0.616,584
19788,2023,Zach Remillard,0.615,160
16271,2018,Alex Blandino,0.613,147
22505,2022,Buddy Kennedy,0.613,94
7802,2016,Miguel Rojas,0.613,214
14950,2020,Johan Camargo,0.611,127
20017,2023,Miles Mastrobuoni,0.609,149
5209,2020,Alex Gordon,0.606,184
23378,2021,Jose Barrero,0.606,56
19931,2022,Luke Williams,0.602,136
3442,2015,Dan Uggla,0.598,141
9854,2015,Efren Navarro,0.597,88
14843,2019,Michael Lorenzen,0.596,53
3812,2018,Gregorio Petit,0.592,67
6387,2015,Michael Bourn,0.592,482
3312,2018,Martin Prado,0.592,209
17723,2022,Skye Bolt,0.589,116
11472,2015,Dixon Machado,0.586,78
19354,2022,Luke Raley,0.584,72
14161,2015,Byron Buxton,0.576,138
14113,2017,Ramon Torres,0.575,79
10323,2016,Rafael Ortega,0.575,202
3448,2020,Jeff Mathis,0.575,68
8254,2015,Sam Fuld,0.569,325
19859,2022,Rene Pinto,0.566,83
13620,2023,Carson Kelly,0.565,151
2900,2021,Roberto Perez,0.564,161
12147,2023,Nick Ahmed,0.56,210
19928,2021,Ryan McKenna,0.559,197
16947,2022,Derek Hill,0.559,92
15271,2023,Austin Wynns,0.545,145
14196,2022,Andrew Velazquez,0.54,349
12859,2022,James McCann,0.538,191
5000,2020,Stephen Vogt,0.525,81
6564,2018,Bobby Wilson,0.523,151
13897,2020,Tyler Heineman,0.506,50
14735,2022,Brett Phillips,0.466,225
4338,2016,Tyler Chatwood,0.445,58
20122,2022,Mark Contreras,0.441,61
4249,2018,Shane Robinson,0.432,54
5942,2015,Jesus Sucre,0.424,142
10131,2017,Stephen Strasburg,0.401,60
3254,2016,Jeff Samardzija,0.399,69
4153,2018,Jake Arrieta,0.388,50
15689,2021,Luis Castillo,0.384,59
12768,2019,Sonny Gray,0.383,60
8137,2016,Jaime Garcia,0.375,51
1451,2015,Aaron Harang,0.371,58
9323,2017,Patrick Corbin,0.37,70
10954,2016,Jacob deGrom,0.367,50
13050,2015,Anthony DeSclafani,0.366,64
4538,2015,Jason Hammel,0.364,70
3137,2019,Max Scherzer,0.364,61
12049,2019,Kyle Hendricks,0.36,64
10130,2016,Mike Leake,0.356,55
19361,2021,Corbin Burnes,0.354,59
16149,2019,Aaron Nola,0.353,70
10310,2021,Zack Wheeler,0.353,73
11682,2015,Carlos Martinez,0.351,63
3551,2018,Clayton Richard,0.346,51
1757,2015,Dan Haren,0.343,65
17479,2018,Jack Flaherty,0.34,52
2233,2021,Adam Wainwright,0.325,74
9323,2021,Patrick Corbin,0.311,63
13431,2021,Marcus Stroman,0.301,58
15983,2019,Jackson Frazier,0.806,246
16211,2019,Kevin Cron,0.79,78
11287,2019,Bryan Holaday,0.779,129
1849,2016,Rickie Weeks Jr.,0.777,205
13145,2016,Josh Bell,0.775,152
14738,2017,Phillip Ervin,0.766,64
16313,2018,Yairo Munoz,0.763,329
7287,2017,Carlos Gonzalez,0.762,534
9957,2017,Steve Pearce,0.757,348
4022,2018,Melky Cabrera,0.755,278
15447,2017,Ryon Healy,0.754,605
7996,2019,Jose Martinez,0.751,373
18360,2019,Austin Riley,0.75,297
14221,2021,Jorge Soler,0.749,602
1873,2017,Matt Holliday,0.748,427
4022,2017,Melky Cabrera,0.746,666
15447,2019,Ryon Healy,0.744,187
19864,2021,Riley Adams,0.742,120
5452,2020,Ji-Man Choi,0.741,145
9542,2015,Steve Clevenger,0.74,105
16434,2020,Christian Arroyo,0.736,54
4220,2019,Ryan Zimmerman,0.736,190
2218,2017,Ryan Raburn,0.735,69
7859,2022,Charlie Blackmon,0.733,577
33189,2023,Nolan Schanuel,0.732,132
1737,2016,Justin Morneau,0.731,218
14130,2021,Daniel Vogelbach,0.73,258
10953,2020,Phil Gosselin,0.726,102
21560,2023,Alfonso Rivas,0.725,123
22263,2022,Nolan Gorman,0.721,313
3516,2018,Eric Hosmer,0.72,677
7870,2017,Jonathan Lucroy,0.716,481
12858,2020,Brian Goodwin,0.715,164
12552,2021,Eugenio Suarez,0.713,574
19514,2023,Andrew Knizner,0.712,241
5666,2017,Devin Mesoraco,0.711,165
5222,2020,Justin Upton,0.711,166
14523,2020,Pedro Severino,0.71,178
9953,2017,Ryan Schimpf,0.709,197
8001,2018,Hanley Ramirez,0.708,195
13329,2022,Jake Lamb,0.707,111
12956,2017,Willy Garcia,0.705,119
11850,2019,Tyler Austin,0.705,179
5930,2020,Nick Markakis,0.704,141
4556,2016,James Loney,0.703,366
7949,2015,Tim Beckham,0.702,223
15194,2018,Jake Bauers,0.7,388
10200,2018,Tucker Barnhart,0.699,522
19254,2018,Jose Fernandez,0.697,123
17982,2019,Ty France,0.696,201
12858,2021,Brian Goodwin,0.693,271
5760,2016,Avisail Garcia,0.692,453
12758,2019,Breyvic Valera,0.691,52
25816,2022,Shea Langeliers,0.691,153
3376,2017,Nick Hundley,0.691,303
12179,2017,Maikel Franco,0.69,623
14567,2023,Franchy Cordero,0.69,71
11875,2019,Ronny Rodriguez,0.69,294
2554,2015,Chris Parmelee,0.688,102
9308,2016,Josh Phegley,0.686,86
9205,2015,Logan Morrison,0.685,511
1433,2020,Wilson Ramos,0.684,155
18497,2016,Byung-ho Park,0.684,244
2530,2016,Yonder Alonso,0.683,532
5486,2017,Abraham Almonte,0.681,195
5227,2018,Jon Jay,0.678,586
24400,2022,Terrin Vavra,0.677,103
13329,2019,Jake Lamb,0.676,226
11489,2020,Michael A. Taylor,0.676,99
17696,2023,Kevin Newman,0.675,253
4792,2016,Jeff Francoeur,0.675,331
13329,2021,Jake Lamb,0.674,170
20178,2023,Miguel Vargas,0.672,304
7435,2019,Ben Zobrist,0.671,176
10053,2016,Grant Green,0.67,50
5677,2017,A.J. Ellis,0.669,163
19892,2022,Pavin Smith,0.667,277
15672,2020,Austin Meadows,0.667,152
15878,2021,Miguel Andujar,0.667,162
12775,2017,Brad Miller,0.664,407
15564,2016,Tyler White,0.664,276
16192,2017,Derek Fisher,0.663,166
1849,2017,Rickie Weeks Jr.,0.662,112
11481,2023,Henry Ramos,0.66,86
4251,2017,Stephen Drew,0.66,106
17468,2019,Kelvin Gutierrez,0.66,79
19755,2020,Shohei Ohtani,0.657,175
9393,2015,Matt Adams,0.657,186
14350,2023,Raimel Tapia,0.655,169
2578,2017,Peter Bourjos,0.655,203
16725,2019,Jose Trevino,0.655,126
2636,2017,Brandon Guyer,0.654,192
21987,2021,Rodolfo Castro,0.653,93
20126,2023,Dylan Carlson,0.651,255
19890,2021,Emmanuel Rivera,0.65,98
11368,2023,Yasmani Grandal,0.647,405
21618,2021,Alec Bohm,0.647,417
21127,2022,Alejo Lopez,0.645,156
6400,2015,Kirk Nieuwenhuis,0.645,141
19997,2023,Santiago Espinal,0.644,254
5408,2016,Jake Smolinski,0.644,319
20572,2023,Kody Clemens,0.644,148
15654,2021,Billy McKinney,0.638,300
17642,2017,JT Riddle,0.637,247
16622,2023,Luis Urias,0.636,177
19643,2021,Daniel Johnson,0.636,81
13130,2018,Mikie Mahtook,0.635,250
26396,2023,Josh Smith,0.633,232
11338,2018,Adrian Sanchez,0.633,59
14968,2021,Victor Caratini,0.632,356
14320,2019,Wilmer Difo,0.628,144
4940,2021,Jason Heyward,0.627,353
6564,2016,Bobby Wilson,0.626,251
12198,2022,Jake Hager,0.625,59
10441,2015,Jon Singleton,0.625,58
20036,2021,Isaac Paredes,0.625,85
15482,2020,Aristides Aquino,0.623,56
5254,2022,Robbie Grossman,0.622,477
13593,2017,Jose Peraza,0.622,518
18839,2020,Josh Naylor,0.621,104
13836,2022,Matt Duffy,0.619,247
16417,2022,Sergio Alcantara,0.617,224
5000,2021,Stephen Vogt,0.616,238
3882,2018,Chris Young,0.615,128
5913,2016,Leury Garcia,0.614,50
19683,2021,Mike Brosseau,0.613,169
13329,2023,Jake Lamb,0.612,54
1679,2018,Chase Utley,0.61,187
7888,2016,Ryan Flaherty,0.61,176
17062,2018,Grayson Greiner,0.609,116
