IDfg,Season,Name,OPS,PA
12984,2020,Jackie Bradley Jr.,0.814,217
14387,2023,Harold Ramirez,0.813,434
11982,2015,Travis Shaw,0.813,248
16556,2017,Ozzie Albies,0.81,244
11205,2018,Adam Eaton,0.805,370
18718,2016,Hyun Soo Kim,0.801,346
16442,2023,Ryan O'Hearn,0.801,368
11265,2020,Jonathan Schoop,0.799,177
7287,2018,Carlos Gonzalez,0.796,504
11445,2020,Mark Canha,0.795,243
10047,2017,Wil Myers,0.792,649
20970,2022,Oscar Gonzalez,0.789,382
24679,2023,Brendan Donovan,0.787,371
13265,2016,Mike Zunino,0.787,192
6368,2017,Adam Jones,0.787,635
25807,2023,Jared Triolo,0.785,209
1551,2016,David Ross,0.784,205
9847,2021,Andrew McCutchen,0.778,574
19913,2023,Jesus Sanchez,0.777,402
4747,2017,Curtis Granderson,0.775,527
7476,2019,Alex Avila,0.774,201
16535,2021,Danny Jansen,0.772,205
15672,2021,Austin Meadows,0.772,591
24336,2023,Johan Rojas,0.771,164
13145,2018,Josh Bell,0.768,583
16572,2023,Connor Joe,0.76,472
5497,2015,Marwin Gonzalez,0.759,370
14225,2015,Yasiel Puig,0.758,311
17919,2021,Ian Happ,0.757,535
5015,2015,Melvin Upton Jr.,0.757,228
10264,2018,Brandon Belt,0.756,456
15937,2018,Aledmys Diaz,0.756,452
21479,2021,Nico Hoerner,0.751,170
3892,2016,Josh Reddick,0.749,439
4969,2015,Luis Valbuena,0.748,493
2396,2023,Carlos Santana,0.747,619
11846,2018,Leonys Martin,0.747,353
21523,2023,Jonathan India,0.746,529
4191,2016,Yunel Escobar,0.745,567
7739,2019,Travis d'Arnaud,0.745,391
16153,2021,Austin Slater,0.744,306
950,2015,Marlon Byrd,0.743,544
7802,2017,Miguel Rojas,0.736,306
5497,2019,Marwin Gonzalez,0.736,463
5352,2017,Yangervis Solarte,0.731,512
5751,2016,Hernan Perez,0.73,430
16376,2021,Michael Conforto,0.729,479
9077,2021,Lorenzo Cain,0.729,286
12147,2020,Nick Ahmed,0.729,217
1736,2017,Jose Reyes,0.728,561
14813,2023,Kyle Farmer,0.725,369
15937,2021,Aledmys Diaz,0.721,319
5667,2015,Steven Souza Jr.,0.717,426
10231,2015,Jose Iglesias,0.717,454
3797,2016,J.J. Hardy,0.716,438
12325,2016,Jace Peterson,0.715,408
5913,2021,Leury Garcia,0.711,474
10231,2018,Jose Iglesias,0.699,464
24064,2023,Ezequiel Tovar,0.695,615
10459,2017,Adeiny Hechavarria,0.695,348
6740,2015,Johnny Giavotella,0.694,502
10556,2021,Cesar Hernandez,0.694,637
10324,2015,Marcell Ozuna,0.691,494
10200,2021,Tucker Barnhart,0.685,388
6887,2016,Martin Maldonado,0.683,253
18030,2019,Harrison Bader,0.68,406
17992,2018,David Fletcher,0.678,307
19610,2022,Keibert Ruiz,0.673,433
16512,2021,Isiah Kiner-Falefa,0.67,677
7007,2021,Yadier Molina,0.667,473
7571,2015,Lonnie Chisenhall,0.667,362
15674,2021,Reese McGuire,0.654,217
15998,2022,Cody Bellinger,0.654,550
18030,2022,Harrison Bader,0.65,313
14894,2022,Tony Kemp,0.641,558
12158,2018,Austin Barnes,0.619,238
12147,2021,Nick Ahmed,0.619,473
6310,2015,Alcides Escobar,0.614,662
15653,2020,Dominic Smith,0.993,199
14811,2020,Luke Voit,0.948,234
2218,2015,Ryan Raburn,0.936,201
19612,2019,Bo Bichette,0.93,212
13066,2020,Teoscar Hernandez,0.919,207
15983,2020,Jackson Frazier,0.905,160
9952,2015,Trayce Thompson,0.896,135
12859,2020,James McCann,0.896,111
3269,2020,Robinson Cano,0.896,182
7802,2020,Miguel Rojas,0.888,143
13051,2015,Chris Colabello,0.886,360
11200,2020,Kole Calhoun,0.864,228
5235,2020,Justin Turner,0.86,175
13744,2016,David Dahl,0.859,237
13367,2015,Stephen Piscotty,0.853,256
14811,2019,Luke Voit,0.842,510
15362,2020,Jeff McNeil,0.836,209
27676,2022,Vinnie Pasquantino,0.832,298
15082,2021,Adam Engel,0.832,140
25878,2022,Corbin Carroll,0.83,115
3174,2019,Shin-Soo Choo,0.826,660
15937,2019,Aledmys Diaz,0.823,247
13359,2021,Tyler Naquin,0.809,454
19252,2020,Cavan Biggio,0.807,265
17992,2020,David Fletcher,0.801,230
14130,2022,Daniel Vogelbach,0.793,461
13359,2019,Tyler Naquin,0.792,294
15279,2019,Garrett Cooper,0.791,421
6184,2022,J.D. Martinez,0.79,596
13152,2023,Jorge Polanco,0.789,343
12775,2016,Brad Miller,0.786,601
4962,2017,Asdrubal Cabrera,0.785,540
12179,2018,Maikel Franco,0.78,465
13152,2018,Jorge Polanco,0.773,333
9368,2022,Evan Longoria,0.767,298
17901,2021,Andrew Benintendi,0.766,538
21618,2023,Alec Bohm,0.765,611
10047,2018,Wil Myers,0.763,343
27465,2023,Spencer Torkelson,0.758,684
10243,2017,Randal Grichuk,0.758,442
17548,2023,Taylor Ward,0.756,409
20538,2022,Jose Miranda,0.751,483
2918,2016,Angel Pagan,0.75,543
9308,2015,Josh Phegley,0.749,243
8623,2021,Donovan Solano,0.748,344
5930,2015,Nick Markakis,0.746,686
22558,2023,Jarred Kelenic,0.746,416
17027,2023,Alex Verdugo,0.745,602
3256,2016,Welington Castillo,0.745,457
6310,2021,Alcides Escobar,0.744,349
21711,2022,Oneil Cruz,0.744,361
21707,2022,Oswaldo Cabrera,0.74,171
14225,2016,Yasiel Puig,0.74,368
5913,2017,Leury Garcia,0.739,326
18054,2022,Sam Haggerty,0.738,201
20043,2020,Luis Robert,0.738,227
11477,2021,Christian Yelich,0.736,475
9134,2019,Tyler Flowers,0.733,310
11476,2018,Odubel Herrera,0.73,597
11476,2021,Odubel Herrera,0.726,492
9253,2017,Keon Broxton,0.719,463
13329,2015,Jake Lamb,0.716,390
12533,2015,Marcus Semien,0.715,601
21618,2022,Alec Bohm,0.713,631
4298,2016,Matt Wieters,0.711,464
5827,2022,Wilmer Flores,0.71,602
13723,2019,Jacob Stallings,0.708,210
16997,2021,Gleyber Torres,0.697,516
9077,2019,Lorenzo Cain,0.697,623
2430,2016,Darwin Barney,0.695,306
5209,2018,Alex Gordon,0.694,568
785,2018,Todd Frazier,0.693,472
5209,2016,Alex Gordon,0.692,506
4866,2015,Jarrod Dyson,0.691,225
13324,2022,Ildemaro Vargas,0.691,222
5517,2023,Kyle Higashioka,0.687,260
3364,2016,Miguel Montero,0.684,284
5223,2017,Cameron Maybin,0.683,450
20202,2022,Brandon Marsh,0.679,461
13768,2018,Travis Jankowski,0.678,387
15674,2022,Reese McGuire,0.677,274
15491,2020,J.P. Crawford,0.674,232
6885,2015,Ian Desmond,0.674,641
16221,2021,Bradley Zimmer,0.669,348
11442,2022,Gary Sanchez,0.659,471
7802,2018,Miguel Rojas,0.643,528
14968,2022,Victor Caratini,0.642,314
13608,2019,Mallex Smith,0.635,566
8267,2015,Chris Iannetta,0.628,317
13755,2022,Tomas Nido,0.6,313
17620,2022,Myles Straw,0.564,596
12976,2019,Austin Hedges,0.563,347
19683,2020,Mike Brosseau,0.936,98
13590,2020,Jesse Winker,0.932,183
10762,2019,Corey Dickerson,0.906,279
14551,2020,Anthony Santander,0.89,165
19238,2020,Lourdes Gurriel Jr.,0.882,224
21618,2020,Alec Bohm,0.881,180
13414,2016,Andrew Toles,0.87,115
3353,2019,Matt Joyce,0.858,238
18042,2020,Dylan Moore,0.855,159
4229,2017,Howie Kendrick,0.844,334
14161,2020,Byron Buxton,0.844,135
16219,2021,J.D. Davis,0.82,211
12371,2020,Tommy La Stella,0.819,228
9892,2016,Jay Bruce,0.815,589
2151,2018,Edwin Encarnacion,0.81,579
8252,2015,Hunter Pence,0.806,223
9774,2020,Christian Vazquez,0.801,189
17678,2020,Alex Bregman,0.801,180
19273,2023,Stone Garrett,0.801,271
17678,2016,Alex Bregman,0.791,217
19611,2023,Vladimir Guerrero Jr.,0.788,682
11265,2015,Jonathan Schoop,0.788,321
11737,2023,Nick Castellanos,0.788,671
11342,2021,Jesus Aguilar,0.788,510
12927,2019,Brandon Nimmo,0.783,254
12546,2019,C.J. Cron,0.78,499
13675,2021,Tyrone Taylor,0.778,271
13066,2019,Teoscar Hernandez,0.778,464
9847,2023,Andrew McCutchen,0.776,473
20521,2021,Nick Madrigal,0.774,215
9241,2020,Starling Marte,0.77,250
5933,2020,Jean Segura,0.769,217
1736,2016,Jose Reyes,0.769,279
2616,2015,Zack Cozart,0.769,214
6153,2017,Eduardo Escobar,0.758,499
15279,2022,Garrett Cooper,0.752,469
5254,2018,Robbie Grossman,0.751,465
14387,2022,Harold Ramirez,0.747,435
13757,2023,Chris Taylor,0.746,384
18015,2018,Paul DeJong,0.746,490
11445,2015,Mark Canha,0.742,485
13075,2016,Nori Aoki,0.738,467
12775,2015,Brad Miller,0.73,497
10807,2016,Tyler Saladino,0.725,319
2829,2019,Manny Pina,0.724,179
10681,2021,Gio Urshela,0.72,442
9874,2023,DJ LeMahieu,0.718,562
8202,2015,Josh Harrison,0.717,449
7802,2019,Miguel Rojas,0.71,526
13769,2020,Adalberto Mondesi,0.71,233
12158,2022,Austin Barnes,0.704,212
9776,2018,Jason Kipnis,0.704,601
19890,2022,Emmanuel Rivera,0.702,359
14712,2022,Manuel Margot,0.7,363
15711,2022,Tyler O'Neill,0.7,383
11281,2023,Whit Merrifield,0.7,592
5223,2015,Cameron Maybin,0.697,555
21538,2022,Nick Fortes,0.696,240
5913,2019,Leury Garcia,0.688,618
10556,2015,Cesar Hernandez,0.687,452
17696,2022,Kevin Newman,0.687,309
11038,2020,Kevin Kiermaier,0.683,159
11281,2022,Whit Merrifield,0.673,550
9807,2015,Ryan Goins,0.672,428
19252,2022,Cavan Biggio,0.668,303
12282,2021,Rougned Odor,0.665,361
5384,2017,Juan Lagares,0.661,272
21780,2023,Esteury Ruiz,0.654,497
26294,2022,Bryson Stott,0.653,466
17642,2018,JT Riddle,0.653,332
17022,2022,Edmundo Sosa,0.644,190
6310,2016,Alcides Escobar,0.642,682
13338,2022,Omar Narvaez,0.597,296
27790,2023,Evan Carter,1.058,75
12649,2020,Alex Dickerson,0.947,170
17338,2020,Willi Castro,0.932,140
12510,2015,Curt Casali,0.898,113
10059,2020,Max Stassi,0.886,105
9256,2020,A.J. Pollock,0.881,210
15674,2019,Reese McGuire,0.872,105
10681,2020,Gio Urshela,0.858,174
11342,2017,Jesus Aguilar,0.837,311
13590,2018,Jesse Winker,0.836,334
9112,2015,Khris Davis,0.828,440
14566,2019,Franmil Reyes,0.822,548
15986,2020,Willy Adames,0.813,205
16426,2021,Thairo Estrada,0.813,132
13338,2019,Omar Narvaez,0.813,482
12005,2018,Nick Martini,0.811,179
8252,2016,Hunter Pence,0.808,442
3376,2015,Nick Hundley,0.807,389
3057,2016,Mike Napoli,0.8,645
12155,2019,Eddie Rosario,0.8,590
8722,2021,Jason Castro,0.799,179
17907,2021,Brendan Rodgers,0.798,415
14968,2019,Victor Caratini,0.794,279
3298,2018,Charlie Culberson,0.792,322
13130,2017,Mikie Mahtook,0.787,379
12546,2022,C.J. Cron,0.783,632
14274,2019,Mitch Haniger,0.778,283
19779,2023,Dairon Blanco,0.775,138
17901,2019,Andrew Benintendi,0.774,615
9345,2019,Brock Holt,0.771,295
23733,2023,Ezequiel Duran,0.768,439
11003,2017,Evan Gattis,0.767,325
639,2018,Adrian Beltre,0.763,481
13593,2016,Jose Peraza,0.762,256
8623,2023,Donovan Solano,0.76,450
8370,2017,Dustin Pedroia,0.76,463
4949,2022,Giancarlo Stanton,0.759,452
16219,2022,J.D. Davis,0.758,365
12155,2023,Eddie Rosario,0.755,516
15986,2018,Willy Adames,0.754,323
18171,2021,Seth Brown,0.754,307
10200,2017,Tucker Barnhart,0.75,423
5524,2015,Madison Bumgarner,0.743,81
13836,2021,Matt Duffy,0.738,322
16403,2021,Francisco Mejia,0.738,277
13075,2015,Nori Aoki,0.733,392
19950,2020,Andres Gimenez,0.732,132
11442,2021,Gary Sanchez,0.73,440
11200,2017,Kole Calhoun,0.725,654
12533,2017,Marcus Semien,0.722,386
15941,2021,Austin Nola,0.716,194
1679,2016,Chase Utley,0.716,565
12155,2016,Eddie Rosario,0.716,354
11379,2017,Delino DeShields,0.714,440
13338,2017,Omar Narvaez,0.713,295
10047,2022,Wil Myers,0.713,286
5667,2016,Steven Souza Jr.,0.713,468
9241,2017,Starling Marte,0.712,339
22244,2022,Jack Suwinski,0.709,372
10231,2022,Jose Iglesias,0.708,467
16939,2022,Lane Thomas,0.705,548
12434,2017,Kevin Pillar,0.704,632
5497,2016,Marwin Gonzalez,0.694,518
3708,2016,Rajai Davis,0.693,495
4229,2016,Howie Kendrick,0.691,543
14320,2017,Wilmer Difo,0.69,365
8418,2018,Ehire Adrianza,0.68,366
20308,2023,Jake Meyers,0.678,341
18015,2021,Paul DeJong,0.674,402
11339,2018,Jake Marisnick,0.674,235
24618,2021,Ryan Jeffers,0.67,293
4616,2018,Russell Martin,0.663,352
8709,2023,Elvis Andrus,0.662,406
3648,2016,Rene Rivera,0.632,207
7739,2016,Travis d'Arnaud,0.629,276
15223,2022,Adam Frazier,0.612,602
7802,2022,Miguel Rojas,0.605,507
10199,2015,Billy Hamilton,0.563,454
11265,2022,Jonathan Schoop,0.561,510
3448,2018,Jeff Mathis,0.544,218
19197,2020,Will Smith,0.98,137
17919,2019,Ian Happ,0.898,156
12775,2019,Brad Miller,0.894,170
8259,2017,Kurt Suzuki,0.887,309
14131,2015,Greg Bird,0.871,178
5452,2018,Ji-Man Choi,0.863,221
22217,2023,Luis Campusano,0.847,174
4106,2020,Michael Brantley,0.84,187
9847,2019,Andrew McCutchen,0.834,262
5827,2020,Wilmer Flores,0.83,213
17484,2019,Eloy Jimenez,0.828,504
2495,2016,Pedro Alvarez,0.826,376
9744,2016,Justin Bour,0.824,321
16505,2020,Matt Chapman,0.812,152
14477,2019,Jake Cave,0.805,228
15711,2018,Tyler O'Neill,0.803,142
5038,2018,Josh Donaldson,0.801,219
5235,2023,Justin Turner,0.8,626
12927,2017,Brandon Nimmo,0.797,215
15941,2019,Austin Nola,0.796,267
4106,2022,Michael Brantley,0.785,277
4467,2016,Brandon Moss,0.784,464
19260,2023,Jake Fraley,0.783,380
14109,2017,Albert Almora Jr.,0.782,323
16478,2017,Kyle Schwarber,0.782,486
12552,2020,Eugenio Suarez,0.781,231
12179,2020,Maikel Franco,0.778,243
13853,2020,Joey Wendle,0.777,184
18795,2021,Ramon Urias,0.774,296
1433,2019,Wilson Ramos,0.768,524
8722,2019,Jason Castro,0.767,275
7571,2016,Lonnie Chisenhall,0.767,418
10951,2016,Greg Garcia,0.762,257
13005,2015,Kelby Tomlinson,0.762,193
20308,2021,Jake Meyers,0.761,163
12144,2020,Max Kepler,0.76,196
6876,2015,Mark Trumbo,0.759,545
5452,2021,Ji-Man Choi,0.758,305
6848,2015,Eduardo Nunez,0.758,204
18819,2021,Andy Ibanez,0.756,272
5227,2017,Jon Jay,0.749,433
14111,2022,Eric Haase,0.748,351
14111,2021,Eric Haase,0.745,381
13613,2017,Ketel Marte,0.74,255
12180,2019,Jorge Alfaro,0.736,465
3269,2019,Robinson Cano,0.736,423
7324,2017,Chris Gimenez,0.731,225
10473,2016,Cheslor Cuthbert,0.731,510
17232,2023,Yoan Moncada,0.73,357
5452,2022,Ji-Man Choi,0.729,419
13602,2022,Patrick Wisdom,0.725,534
19260,2021,Jake Fraley,0.721,265
1002,2015,Aramis Ramirez,0.72,516
4418,2015,Jed Lowrie,0.712,263
14968,2023,Victor Caratini,0.711,226
14162,2020,Carlos Correa,0.709,221
12861,2015,Anthony Rendon,0.707,355
17128,2020,Ramon Laureano,0.704,222
17982,2023,Ty France,0.703,665
7087,2017,Caleb Joseph,0.7,266
9810,2018,Brian Dozier,0.696,632
29622,2023,Sal Frelick,0.692,223
13768,2023,Travis Jankowski,0.689,287
11400,2017,Ronald Torreyes,0.689,336
5519,2015,Ruben Tejada,0.688,407
31347,2023,Zach Neto,0.685,329
15491,2019,J.P. Crawford,0.684,396
15362,2021,Jeff McNeil,0.679,426
19294,2021,Nick Solak,0.677,511
12532,2020,Kolten Wong,0.675,208
18900,2022,Leody Taveras,0.675,341
211,2015,Will Venable,0.669,390
19806,2023,Jason Delay,0.666,187
4727,2015,Jacoby Ellsbury,0.663,501
20521,2023,Nick Madrigal,0.663,294
21614,2023,Kyle Isbel,0.662,313
3878,2015,Chris Stewart,0.659,172
13853,2022,Joey Wendle,0.658,371
4403,2018,Erik Kratz,0.634,219
19339,2023,Nicky Lopez,0.632,262
15082,2018,Adam Engel,0.614,463
18042,2021,Dylan Moore,0.61,377
13807,2015,Kevin Plawecki,0.576,258
6887,2015,Martin Maldonado,0.575,256
16442,2018,Ryan O'Hearn,0.95,170
16153,2020,Austin Slater,0.914,104
9893,2017,Colby Rasmus,0.896,129
10950,2019,Adam Duvall,0.882,130
13770,2022,Rob Refsnyder,0.881,177
10953,2015,Phil Gosselin,0.873,118
14566,2018,Franmil Reyes,0.838,285
10950,2020,Adam Duvall,0.833,209
5409,2019,Pablo Sandoval,0.82,296
3787,2015,David Wright,0.814,174
3411,2016,Drew Butera,0.808,133
14738,2019,Phillip Ervin,0.797,260
8553,2017,Gerardo Parra,0.793,425
12546,2016,C.J. Cron,0.792,445
27475,2023,Jordan Walker,0.787,465
14477,2018,Jake Cave,0.786,309
1908,2016,Adrian Gonzalez,0.784,633
3410,2018,Ryan Braun,0.782,447
3255,2016,Franklin Gutierrez,0.78,283
14130,2019,Daniel Vogelbach,0.78,558
1177,2016,Albert Pujols,0.78,650
18030,2020,Harrison Bader,0.779,125
12225,2018,Scott Schebler,0.777,430
8259,2018,Kurt Suzuki,0.776,388
13066,2018,Teoscar Hernandez,0.771,523
15679,2022,Rowdy Tellez,0.767,599
9847,2016,Andrew McCutchen,0.766,675
10047,2015,Wil Myers,0.763,253
17919,2018,Ian Happ,0.761,462
15149,2021,Trey Mancini,0.758,616
10542,2017,Derek Dietrich,0.758,464
3473,2020,Anthony Rizzo,0.755,243
5631,2015,Matt Kemp,0.755,648
1327,2016,Jayson Werth,0.752,606
11241,2019,Mike Freeman,0.752,213
5491,2019,Austin Romine,0.748,240
6547,2019,Jordy Mercer,0.747,271
3708,2015,Rajai Davis,0.746,370
2530,2015,Yonder Alonso,0.742,402
12546,2017,C.J. Cron,0.741,373
12155,2021,Eddie Rosario,0.74,412
10243,2019,Randal Grichuk,0.738,628
3648,2017,Rene Rivera,0.736,237
5297,2023,Aaron Hicks,0.735,312
12160,2017,Ben Gamel,0.735,550
13185,2020,Orlando Arcia,0.734,189
17027,2022,Alex Verdugo,0.732,644
11609,2018,Willson Contreras,0.73,544
2967,2021,Tommy Pham,0.724,561
9627,2023,Yan Gomes,0.723,419
13769,2021,Adalberto Mondesi,0.723,136
17620,2019,Myles Straw,0.721,128
17022,2023,Edmundo Sosa,0.719,300
10951,2019,Greg Garcia,0.718,372
18289,2021,Brian Anderson,0.715,264
4940,2017,Jason Heyward,0.715,481
27815,2023,Jordan Westburg,0.715,228
17232,2018,Yoan Moncada,0.714,650
13277,2018,Joey Rickard,0.713,230
13675,2023,Tyrone Taylor,0.713,243
10815,2019,Jurickson Profar,0.711,518
6609,2021,Freddy Galvis,0.709,394
10200,2019,Tucker Barnhart,0.708,364
5751,2017,Hernan Perez,0.704,458
16556,2022,Ozzie Albies,0.703,269
13723,2020,Jacob Stallings,0.702,143
11339,2019,Jake Marisnick,0.7,318
16512,2020,Isiah Kiner-Falefa,0.699,228
14106,2019,Addison Russell,0.699,241
5942,2017,Jesus Sucre,0.699,192
10951,2017,Greg Garcia,0.697,290
11442,2018,Gary Sanchez,0.697,374
5015,2016,Melvin Upton Jr.,0.693,539
19955,2021,Gavin Lux,0.692,381
16221,2017,Bradley Zimmer,0.692,332
9253,2018,Keon Broxton,0.691,89
19470,2020,Tommy Edman,0.685,227
9219,2016,Danny Espinosa,0.684,601
12532,2016,Kolten Wong,0.682,361
11265,2018,Jonathan Schoop,0.682,501
17128,2023,Ramon Laureano,0.676,404
19921,2023,Blake Perkins,0.675,168
14712,2018,Manuel Margot,0.675,519
13836,2016,Matt Duffy,0.668,366
4616,2019,Russell Martin,0.667,249
9774,2021,Christian Vazquez,0.659,498
10231,2017,Jose Iglesias,0.657,489
19392,2023,Zach McKinstry,0.654,518
12092,2021,Niko Goodrum,0.651,325
12325,2015,Jace Peterson,0.649,597
11038,2022,Kevin Kiermaier,0.649,221
13768,2016,Travis Jankowski,0.646,383
27690,2023,Joey Wiemer,0.645,410
11489,2018,Michael A. Taylor,0.644,385
5297,2022,Aaron Hicks,0.642,453
19734,2023,Josh Rojas,0.641,350
9893,2016,Colby Rasmus,0.641,417
12147,2015,Nick Ahmed,0.634,459
5524,2016,Madison Bumgarner,0.629,97
18030,2023,Harrison Bader,0.622,344
11339,2016,Jake Marisnick,0.588,311
2900,2016,Roberto Perez,0.579,184
12976,2023,Austin Hedges,0.461,212
11624,2015,Jarrett Parker,1.163,54
21270,2022,Sean Bouchard,0.954,97
15585,2019,Mike Ford,0.909,163
13590,2017,Jesse Winker,0.904,137
3086,2020,Mitch Moreland,0.894,152
15640,2020,Aaron Judge,0.891,114
1943,2019,Zack Greinke,0.888,56
15608,2018,Willians Astudillo,0.887,97
8027,2017,Adam Lind,0.875,301
16451,2020,Luis Guillorme,0.865,68
13744,2018,David Dahl,0.859,271
3882,2016,Chris Young,0.85,227
14818,2020,JaCoby Jones,0.849,108
16572,2021,Connor Joe,0.848,211
5038,2020,Josh Donaldson,0.842,102
19612,2020,Bo Bichette,0.84,128
10816,2020,Jedd Gyorko,0.838,135
17982,2020,Ty France,0.836,155
3086,2019,Mitch Moreland,0.835,335
8623,2020,Donovan Solano,0.828,203
393,2016,Victor Martinez,0.826,610
2502,2017,Lucas Duda,0.818,491
16478,2023,Kyle Schwarber,0.817,720
15082,2020,Adam Engel,0.811,93
19913,2021,Jesus Sanchez,0.808,251
4229,2018,Howie Kendrick,0.805,160
1873,2015,Matt Holliday,0.804,277
18314,2016,Dansby Swanson,0.803,145
19452,2021,Jake Rogers,0.802,127
13145,2017,Josh Bell,0.8,620
8610,2016,Kendrys Morales,0.795,618
24782,2022,David Villar,0.787,181
9741,2015,Ben Paulsen,0.787,354
11477,2020,Christian Yelich,0.786,247
14553,2019,Nomar Mazara,0.786,469
19600,2021,Bryan De La Cruz,0.783,219
4747,2018,Curtis Granderson,0.782,403
15112,2019,Ryan McMahon,0.779,539
12164,2021,Miguel Sano,0.778,532
18882,2018,Brandon Lowe,0.774,148
2136,2020,David Peralta,0.773,218
10815,2020,Jurickson Profar,0.771,202
17548,2021,Taylor Ward,0.769,237
746,2015,A.J. Pierzynski,0.769,436
16434,2021,Christian Arroyo,0.769,181
3086,2017,Mitch Moreland,0.769,576
17321,2019,Michael Chavis,0.766,382
12552,2015,Eugenio Suarez,0.761,398
2505,2015,Hank Conger,0.759,229
3086,2018,Mitch Moreland,0.758,459
3142,2018,Robinson Chirinos,0.757,426
3371,2015,Alejandro De Aza,0.755,365
16939,2021,Lane Thomas,0.752,264
17232,2017,Yoan Moncada,0.75,231
25505,2023,Cade Marlowe,0.75,100
14894,2018,Tony Kemp,0.743,295
15223,2017,Adam Frazier,0.743,454
4922,2019,Ender Inciarte,0.74,230
14818,2019,JaCoby Jones,0.74,333
10047,2019,Wil Myers,0.739,490
14274,2022,Mitch Haniger,0.736,247
4810,2019,Brian McCann,0.734,316
2233,2016,Adam Wainwright,0.734,69
12179,2016,Maikel Franco,0.733,630
3516,2021,Eric Hosmer,0.732,565
10030,2016,Chris Owings,0.731,466
17350,2018,Rafael Devers,0.731,490
13075,2017,Nori Aoki,0.728,374
6887,2020,Martin Maldonado,0.727,165
21987,2022,Rodolfo Castro,0.725,278
16376,2016,Michael Conforto,0.725,348
5247,2016,Brett Lawrie,0.723,384
9368,2020,Evan Longoria,0.722,209
5486,2015,Abraham Almonte,0.719,258
5760,2018,Avisail Garcia,0.719,385
4418,2021,Jed Lowrie,0.717,512
12147,2017,Nick Ahmed,0.717,178
11281,2016,Whit Merrifield,0.716,332
13176,2015,Blake Swihart,0.712,309
19252,2023,Cavan Biggio,0.71,338
15149,2022,Trey Mancini,0.71,587
12861,2022,Anthony Rendon,0.706,193
3473,2023,Anthony Rizzo,0.706,421
5247,2015,Brett Lawrie,0.706,602
17232,2020,Yoan Moncada,0.705,231
9345,2016,Brock Holt,0.705,324
4365,2015,Scott Van Slyke,0.7,253
23800,2023,Parker Meadows,0.699,145
12284,2017,Kevan Smith,0.697,294
10816,2015,Jedd Gyorko,0.694,458
18042,2019,Dylan Moore,0.691,282
9927,2021,Brett Gardner,0.689,461
25976,2022,Riley Greene,0.682,418
10950,2022,Adam Duvall,0.677,315
3298,2021,Charlie Culberson,0.676,271
24655,2023,Owen Miller,0.674,314
7739,2021,Travis d'Arnaud,0.671,229
29931,2023,Jacob Young,0.658,121
18721,2017,Guillermo Heredia,0.652,426
4082,2015,Erick Aybar,0.639,638
16417,2021,Sergio Alcantara,0.63,255
17992,2021,David Fletcher,0.622,665
16725,2021,Jose Trevino,0.607,302
9774,2023,Christian Vazquez,0.598,355
11470,2018,Tony Wolters,0.577,216
10847,2021,Andrelton Simmons,0.558,451
19339,2022,Nicky Lopez,0.554,480
18607,2020,Jared Walsh,0.971,108
23359,2023,Nelson Velazquez,0.888,179
15653,2019,Dominic Smith,0.881,197
18373,2020,Ryan Mountcastle,0.878,140
13499,2023,Tom Murphy,0.873,159
4251,2016,Stephen Drew,0.864,165
12371,2017,Tommy La Stella,0.861,151
15124,2020,Tim Locastro,0.859,82
13157,2017,Nicky Delmonico,0.856,166
11205,2017,Adam Eaton,0.854,107
15279,2021,Garrett Cooper,0.845,250
1744,2018,Miguel Cabrera,0.843,157
17766,2023,D.J. Stewart,0.84,185
27555,2022,Garrett Mitchell,0.832,68
13590,2019,Jesse Winker,0.83,384
5254,2016,Robbie Grossman,0.828,389
5450,2017,Daniel Nava,0.813,214
19260,2022,Jake Fraley,0.812,247
5000,2019,Stephen Vogt,0.804,280
7859,2023,Charlie Blackmon,0.803,413
14735,2017,Brett Phillips,0.799,98
16909,2020,Colin Moran,0.797,200
18373,2021,Ryan Mountcastle,0.796,586
14566,2020,Franmil Reyes,0.795,241
5827,2017,Wilmer Flores,0.795,362
5297,2020,Aaron Hicks,0.793,211
17350,2020,Rafael Devers,0.793,248
5107,2016,Jefry Marte,0.79,284
26289,2022,Gunnar Henderson,0.788,132
9393,2016,Matt Adams,0.78,327
15291,2019,Steven Brault,0.777,50
7331,2017,Seth Smith,0.774,373
3882,2015,Chris Young,0.773,356
4220,2015,Ryan Zimmerman,0.773,390
4314,2019,Joey Votto,0.768,608
11899,2023,Joc Pederson,0.764,425
3142,2015,Robinson Chirinos,0.762,273
12495,2017,T.J. Rivera,0.76,231
19977,2021,Tres Barrera,0.758,107
7331,2016,Seth Smith,0.758,438
9433,2019,Dustin Garneau,0.757,101
13152,2016,Jorge Polanco,0.757,270
7304,2022,Salvador Perez,0.757,473
19293,2019,Nick Senzel,0.742,414
14128,2023,Joey Gallo,0.741,332
12510,2019,Curt Casali,0.741,236
7226,2018,Matt Davidson,0.738,496
18564,2019,Trent Grisham,0.738,183
5827,2018,Wilmer Flores,0.736,429
10346,2015,John Ryan Murphy,0.734,172
10762,2021,Corey Dickerson,0.734,365
22664,2022,Gabriel Moreno,0.733,73
19892,2021,Pavin Smith,0.732,545
8267,2018,Chris Iannetta,0.73,360
4191,2017,Yunel Escobar,0.73,381
1857,2018,Joe Mauer,0.729,543
10339,2016,Scooter Gennett,0.728,542
3892,2019,Josh Reddick,0.728,550
14593,2018,David Bote,0.727,210
