away_team,away_score,away_team_xwoba_diff,away_lineup_xwoba,away_team_xfip,away_starter_xfip,away_close_win_pct,away_run_diff,home_team,home_score,home_team_xwoba_diff,home_lineup_xwoba,home_team_xfip,home_starter_xfip,home_close_win_pct,home_run_diff
NYY,5,0.0218,0.3283051253719327,3.812,4.1419757330637,0.485525467440361,123.2,TB,0,0.0011499999999999998,0.3011179013512837,4.22,4.664862635162195,0.4308928571428571,-15.95
CLE,4,0.03065,0.3336629754882561,3.5314999999999994,3.135777945714466,0.5538961038961038,182.0,TEX,3,-0.0109,0.31986999487901513,4.712,4.61057852911429,0.48495323373742827,-5.5
SF,6,-0.013949999999999999,0.31660560248732317,4.3175,4.88507169117647,0.48152804642166336,-50.85,AZ,8,0.0029,0.3137762480390098,4.0145,4.208473501303215,0.5438228438228437,58.349999999999994
PHI,0,-0.024399999999999998,0.3050735025574777,4.395999999999999,4.4346855446246565,0.41412148702810375,-129.14999999999998,CIN,2,-0.0165,0.3143147781177025,4.6145,4.5857163299592445,0.39254884932696477,-121.19999999999999
SD,1,-0.026299999999999997,0.2926463827477408,4.265499999999999,3.980364187900849,0.47174418604651164,-160.35,LAD,3,0.044449999999999996,0.33819280570180316,3.657,3.535774577712966,0.542269635126778,146.55
COL,1,-0.01285,0.3172341981962338,4.263,4.3557739062597225,0.5219318181818181,20.399999999999995,MIL,6,-0.0092,0.3055421791493188,4.259499999999999,4.642309401709402,0.5068940342094284,-6.799999999999999
ATL,3,-0.0131,0.3118179297782029,4.5760000000000005,4.594326267978804,0.47851365015166836,-113.95,NYM,1,0.004549999999999999,0.31947456906021776,4.137,3.2243792507560323,0.4895093356491532,-52.8
MIA,4,-0.013099999999999999,0.3119356660705448,4.627,4.791813963592514,0.4679743083003952,-42.9,WSH,6,0.0263,0.3255706056940555,3.964,4.159595432516763,0.5723856209150326,136.15
TOR,1,0.0112,0.34079100407759855,4.242,3.957473475232702,0.46079563881946684,1.7999999999999972,BAL,3,-0.007549999999999999,0.31959041981565073,4.523,4.704837333835019,0.5227383768273295,-48.55
PIT,0,-0.0081,0.32355839478856446,4.202,3.8783760476921167,0.49656528469229794,-29.9,BOS,3,0.006999999999999999,0.31216764129863633,4.0169999999999995,2.9027787201233615,0.5125106600716356,115.45
SEA,3,0.0023,0.3255390954467124,4.425,3.464938271604938,0.5791720154043646,-8.45,HOU,5,0.027600000000000003,0.3339094769471818,3.7859999999999996,3.879637698832673,0.5513254716981133,140.0
KC,1,-0.009349999999999999,0.3088955575164603,4.528,4.757485984921709,0.571895325203252,-50.2,MIN,9,-0.017099999999999997,0.3181636281102353,4.5895,5.654299329169558,0.4347838137472283,-26.150000000000002
